ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,ride_length_s,ride_length_min,date,hour_of_day,day_of_week,month,is_weekend,coords_start_invalid,coords_end_invalid,distance_km,long_trip_flag
BE2E3564157F75FD,classic_bike,2022-06-26 18:08:16,2022-06-26 18:53:39,DuSable Lake Shore Dr & North Blvd,LF-005,Streeter Dr & Grand Ave,13022,41.911722,-87.626804,41.892278,-87.612043,member,2723.0,45.38333333333333,2022-06-26,18,Sunday,June,True,False,False,2.483336402549521,False
5E82F61D0CC8D412,electric_bike,2022-09-10 10:11:36,2022-09-10 10:14:47,,,Kedzie Ave & Milwaukee Ave,13085,41.93,-87.7,41.929567,-87.707857,member,191.0,3.183333333333333,2022-09-10,10,Saturday,September,True,False,False,0.6517516068136054,False
0D3EC9CFEAC1602A,classic_bike,2023-03-12 14:49:45,2023-03-12 14:51:09,Sheffield Ave & Willow St,TA1306000032,Halsted St & Willow St,TA1307000166,41.913688,-87.652855,41.913865,-87.648755,member,84.0,1.4,2023-03-12,14,Sunday,March,True,False,False,0.3398282370162673,False
A9CF5F30C3B7FBFB,classic_bike,2022-07-28 12:40:10,2022-07-28 12:45:46,Broadway & Barry Ave,13137,Wilton Ave & Belmont Ave,TA1307000134,41.93758231600629,-87.6440978050232,41.94018,-87.65304,member,336.0,5.6,2022-07-28,12,Thursday,July,False,False,False,0.7940392734291509,False
00D0B322853CA19B,classic_bike,2022-05-16 18:00:22,2022-05-16 18:06:40,Wells St & Elm St,KA1504000135,Clark St & Lincoln Ave,13179,41.903222,-87.634324,41.915689,-87.6346,member,378.0,6.3,2022-05-16,18,Monday,May,False,False,False,1.3864552824397076,False
0113B54FB63FBDCA,classic_bike,2022-09-21 19:23:36,2022-09-21 19:28:02,Clark St & Berwyn Ave,KA1504000146,Clark St & Leland Ave,TA1309000014,41.97803062248656,-87.66856491565704,41.96705642894563,-87.6669904589653,member,266.0,4.433333333333334,2022-09-21,19,Wednesday,September,False,False,False,1.2271967044344063,False
022AEB18C654647C,classic_bike,2023-02-28 07:55:15,2023-02-28 08:01:45,Wabash Ave & Adams St,KA1503000015,LaSalle St & Illinois St,13430,41.87947235235,-87.6256886059,41.890762,-87.631697,member,390.0,6.5,2023-02-28,7,Tuesday,February,False,False,False,1.350298820325606,False
9C9AFD74E5297951,electric_bike,2022-09-02 09:43:49,2022-09-02 10:05:13,McClurg Ct & Erie St,KA1503000041,Millennium Park,13008,41.8943635,-87.61859233333334,41.8810317,-87.62408432,casual,1284.0,21.4,2022-09-02,9,Friday,September,False,False,False,1.550573369839689,False
12A19CF029F5B8A0,classic_bike,2022-11-04 22:36:02,2022-11-04 22:38:53,Kingsbury St & Kinzie St,KA1503000043,Desplaines St & Kinzie St,TA1306000003,41.88917683258,-87.6385057718,41.888716036,-87.6444478533,member,171.0,2.85,2022-11-04,22,Friday,November,False,False,False,0.4945351087988672,False
76BB40FFDAF3F0B5,classic_bike,2022-05-09 18:12:35,2022-05-09 18:52:13,Kilbourn Ave & Irving Park Rd,590,California Ave & Byron St,15628,41.953733,-87.740569,41.95216219326,-87.698051113,member,2378.0,39.63333333333333,2022-05-09,18,Monday,May,False,False,False,3.5203527631689826,False
64D96F0B795EAFEB,classic_bike,2022-09-06 19:22:41,2022-09-06 19:39:45,Franklin St & Adams St (Temp),TA1309000008,Lincoln Ave & Fullerton Ave,TA1309000058,41.87943409140013,-87.63550400733948,41.924161029067626,-87.64638036489487,member,1024.0,17.066666666666666,2022-09-06,19,Tuesday,September,False,False,False,5.054210911672587,False
A21FC1C70DE4FC6E,classic_bike,2022-06-05 16:41:31,2022-06-05 16:50:06,Bissell St & Armitage Ave*,chargingstx1,Larrabee St & Webster Ave,13193,41.9182955629354,-87.65218332409859,41.921822,-87.64414,member,515.0,8.583333333333334,2022-06-05,16,Sunday,June,True,False,False,0.7724189377305688,False
A4974810B12DEB18,electric_bike,2022-07-18 05:55:59,2022-07-18 06:04:40,Clark St & Schiller St,TA1309000024,Wabash Ave & Grand Ave,TA1307000117,41.907967,-87.63165683333334,41.891466,-87.626761,member,521.0,8.683333333333334,2022-07-18,5,Monday,July,False,False,False,1.879036471419102,False
7E57DB2AB6758EEE,classic_bike,2022-06-20 18:05:32,2022-06-20 18:12:22,Spaulding Ave & Division St,15654,Central Park Ave & Bloomingdale Ave,18017,41.90270659438,-87.709219571,41.914166,-87.716755,member,410.0,6.833333333333333,2022-06-20,18,Monday,June,False,False,False,1.418627893646951,False
DC98CA4D17C8E84C,electric_bike,2022-10-27 17:33:53,2022-10-27 17:37:30,Michigan Ave & Lake St,TA1305000011,Wabash Ave & Grand Ave,TA1307000117,41.88600216666666,-87.62413866666667,41.891466,-87.626761,member,217.0,3.6166666666666663,2022-10-27,17,Thursday,October,False,False,False,0.6451651038726268,False
31AB3CDBAB9017AB,classic_bike,2023-04-07 14:00:08,2023-04-07 14:30:16,Elmwood Ave & Austin St,598,Lakefront Trail & Bryn Mawr Ave,15576,42.025784,-87.684107,41.98404411519213,-87.65228122472763,member,1808.0,30.133333333333333,2023-04-07,14,Friday,April,False,False,False,5.334470277882957,False
9CF8209C77AC216F,electric_bike,2022-10-06 14:30:42,2022-10-06 14:43:43,,,Halsted St & 47th Pl,KA1503000051,41.8,-87.66,41.80813391481,-87.6456165545,casual,781.0,13.016666666666667,2022-10-06,14,Thursday,October,False,False,False,1.4964634112696007,False
87EDA4D37F916ABC,electric_bike,2023-01-17 08:30:37,2023-01-17 08:37:03,Dearborn St & Erie St,13045,Wacker Dr & Washington St,KA1503000072,41.893993855,-87.62914741,41.88314336439022,-87.63724207878113,member,386.0,6.433333333333334,2023-01-17,8,Tuesday,January,False,False,False,1.380099854972946,False
33A6967DD2BF142B,electric_bike,2022-09-13 07:05:15,2022-09-13 07:11:41,,,Orleans St & Merchandise Mart Plaza,TA1305000022,41.9,-87.63,41.888243,-87.63639,member,386.0,6.433333333333334,2022-09-13,7,Tuesday,September,False,False,False,1.4102576145567682,False
0E169DB75F10AB1D,electric_bike,2022-08-09 23:12:27,2022-08-09 23:21:43,California Ave & Milwaukee Ave,13084,California Ave & Division St,13256,41.922671,-87.6970805,41.903029,-87.697474,casual,556.0,9.266666666666667,2022-08-09,23,Tuesday,August,False,False,False,2.184333448879552,False
0CF16E0C52BFE734,classic_bike,2023-02-13 18:06:43,2023-02-13 18:21:57,Wells St & Elm St,KA1504000135,Damen Ave & Cortland St,13133,41.903222,-87.634324,41.915983,-87.677335,casual,914.0,15.233333333333333,2023-02-13,18,Monday,February,False,False,False,3.8316364912538634,False
533477F1317D9A4B,classic_bike,2022-07-03 19:31:02,2022-07-03 20:21:44,Millennium Park,13008,New St & Illinois St,TA1306000013,41.8810317,-87.62408432,41.89084704062381,-87.61861681938171,casual,3042.0,50.7,2022-07-03,19,Sunday,July,True,False,False,1.181543438694116,False
7E81145566AC842C,classic_bike,2022-05-24 18:44:22,2022-05-24 18:51:56,Sheffield Ave & Willow St,TA1306000032,Halsted St & Dickens Ave,13192,41.913688,-87.652855,41.919936,-87.64883,casual,454.0,7.566666666666666,2022-05-24,18,Tuesday,May,False,False,False,0.770444595668126,False
84A8DB2033F70088,electric_bike,2022-05-03 11:43:02,2022-05-03 11:57:36,,,,,41.75,-87.68,41.77,-87.65,member,874.0,14.566666666666666,2022-05-03,11,Tuesday,May,False,False,False,3.33730293250869,False
B81B1B4719255F79,electric_bike,2023-04-27 15:59:12,2023-04-27 16:13:17,Walsh Park,18067,Kosciuszko Park,15643,41.914480805,-87.667945504,41.93058537138,-87.7237773635,member,845.0,14.083333333333334,2023-04-27,15,Thursday,April,False,False,False,4.954185146958912,False
418230FB5F2955C1,electric_bike,2022-09-15 07:22:31,2022-09-15 07:45:35,,,Clark St & Lake St,KA1503000012,41.93,-87.67,41.88602082773,-87.6308760584,member,1384.0,23.066666666666663,2022-09-15,7,Thursday,September,False,False,False,5.864889380216473,False
CF3B7BDC7011D146,classic_bike,2022-09-18 20:41:52,2022-09-18 20:55:23,Broadway & Barry Ave,13137,Sheffield Ave & Webster Ave,TA1309000033,41.93758231600629,-87.6440978050232,41.92154,-87.653818,member,811.0,13.516666666666667,2022-09-18,20,Sunday,September,True,False,False,1.9566849000040336,False
C0C83F1F051033AC,classic_bike,2022-11-01 05:07:35,2022-11-01 05:15:33,Kingsbury St & Erie St,13265,Clinton St & Madison St,TA1305000032,41.89380805624359,-87.64169722795485,41.882751965685614,-87.64119029045105,casual,478.0,7.966666666666667,2022-11-01,5,Tuesday,November,False,False,False,1.230097164812552,False
51A778D203A5781A,classic_bike,2022-05-16 17:21:44,2022-05-16 17:33:34,Clark St & Randolph St,TA1305000030,Field Blvd & South Water St,15534,41.884576228,-87.63188991,41.88634906269,-87.6175165471,member,710.0,11.833333333333334,2022-05-16,17,Monday,May,False,False,False,1.2060822120331454,False
B8C3E42ACC79A8B0,electric_bike,2022-09-12 21:06:16,2022-09-12 21:28:13,,,Damen Ave & Pierce Ave,TA1305000041,41.87,-87.63,41.9093960065,-87.6776919292,member,1317.0,21.95,2022-09-12,21,Monday,September,False,False,False,5.897038299180902,False
EF5F06F5EB60EC00,electric_bike,2022-07-12 16:11:37,2022-07-12 16:27:24,California Ave & Milwaukee Ave,13084,,,41.92263,-87.69715116666667,41.9,-87.7,member,947.0,15.783333333333331,2022-07-12,16,Tuesday,July,False,False,False,2.5273593807724644,False
20A50BE8C9867FC0,electric_bike,2022-11-14 07:23:29,2022-11-14 07:28:50,,,Chicago Ave & Washington St,E002,42.03,-87.69,42.032562,-87.679101,member,321.0,5.35,2022-11-14,7,Monday,November,False,False,False,0.9441871309293816,False
7E0106913AB065EB,classic_bike,2022-06-19 22:30:36,2022-06-19 22:44:37,McClurg Ct & Ohio St,TA1306000029,Desplaines St & Kinzie St,TA1306000003,41.892592119709725,-87.61728912591934,41.888716036,-87.6444478533,member,841.0,14.016666666666667,2022-06-19,22,Sunday,June,True,False,False,2.2890275448843784,False
85CE3F0CFB8D140C,classic_bike,2022-07-02 11:22:49,2022-07-02 11:31:14,Clark St & Wrightwood Ave,TA1305000014,Sheffield Ave & Fullerton Ave,TA1306000016,41.929546,-87.643118,41.9256018819,-87.6537080423,member,505.0,8.416666666666666,2022-07-02,11,Saturday,July,True,False,False,0.9797334161864988,False
98117C0A218DDF40,electric_bike,2022-07-24 09:23:02,2022-07-24 09:46:31,DuSable Lake Shore Dr & Belmont Ave,TA1309000049,Marine Dr & Ainslie St,KA1504000171,41.940793633,-87.639162779,41.9716,-87.650154,member,1409.0,23.48333333333333,2022-07-24,9,Sunday,July,True,False,False,3.5440344512772253,False
D64CAD19AB1A9DC8,docked_bike,2022-10-03 17:09:41,2022-10-03 22:07:13,Aberdeen St & Randolph St,18062,State St & Van Buren St,TA1305000035,41.884114,-87.654264,41.877181,-87.627844,casual,17852.0,297.53333333333336,2022-10-03,17,Monday,October,False,False,False,2.3191586613187054,False
E1E08E3F7A87D8A2,classic_bike,2022-07-29 20:39:58,2022-07-29 20:53:01,Jefferson St & Monroe St,WL-011,LaSalle St & Jackson Blvd,TA1309000004,41.880329633634624,-87.64274597167967,41.878166,-87.631929,casual,783.0,13.05,2022-07-29,20,Friday,July,False,False,False,0.927296434261737,False
A7AE8B1110ED8CD5,electric_bike,2022-11-01 19:03:29,2022-11-01 19:08:02,Sedgwick St & Webster Ave,13191,,,41.922109127,-87.638987422,41.92,-87.63,member,273.0,4.55,2022-11-01,19,Tuesday,November,False,False,False,0.7796940432213229,False
CF086CC6337E7FB6,electric_bike,2022-12-30 06:51:02,2022-12-30 07:01:40,,,McClurg Ct & Erie St,KA1503000041,41.89,-87.65,41.894503,-87.617854,member,638.0,10.633333333333333,2022-12-30,6,Friday,December,False,False,False,2.7075450512529176,False
0088A5B13EE1E851,electric_bike,2022-07-20 17:12:13,2022-07-20 17:39:26,DuSable Lake Shore Dr & Belmont Ave,TA1309000049,Indiana Ave & Roosevelt Rd,SL-005,41.9406945,-87.63915966666667,41.867888,-87.623041,casual,1633.0,27.216666666666665,2022-07-20,17,Wednesday,July,False,False,False,8.204876508732115,False
07B9BDF07D78EEE5,electric_bike,2022-07-16 15:12:35,2022-07-16 15:20:17,State St & Randolph St,TA1305000029,Milwaukee Ave & Grand Ave,13033,41.88457483333333,-87.62806166666667,41.891578,-87.648384,member,462.0,7.7,2022-07-16,15,Saturday,July,True,False,False,1.85375688932998,False
C2832E60CD522F92,electric_bike,2022-09-09 05:12:56,2022-09-09 05:20:30,Leavitt St & Archer Ave,KA1503000068,,,41.82878166666666,-87.6806265,41.84,-87.69,member,454.0,7.566666666666666,2022-09-09,5,Friday,September,False,False,False,1.4694013453279662,False
FF6744FCF90A2F35,electric_bike,2022-10-04 17:42:53,2022-10-04 17:47:07,Clinton St & Polk St,15542,Canal St & Madison St,13341,41.871486425,-87.640965343,41.882091,-87.639833,member,254.0,4.233333333333333,2022-10-04,17,Tuesday,October,False,False,False,1.1828959259618808,False
57B8BEB5DDFCCE49,electric_bike,2023-04-25 18:13:02,2023-04-25 18:35:19,,,,,41.93,-87.72,41.92,-87.65,member,1337.0,22.28333333333333,2023-04-25,18,Tuesday,April,False,False,False,5.896972799830229,False
C277E74A4B61604D,electric_bike,2022-08-02 18:05:04,2022-08-02 18:25:13,Clinton St & Lake St,13021,Racine Ave & Belmont Ave,TA1308000019,41.885641932,-87.641840935,41.939743,-87.658865,member,1209.0,20.15,2022-08-02,18,Tuesday,August,False,False,False,6.178498050823426,False
CC09A2D7B6069E07,classic_bike,2023-01-01 02:27:03,2023-01-01 02:49:08,Wacker Dr & Washington St,KA1503000072,Paulina St & 18th St,TA1307000159,41.88314336439022,-87.63724207878113,41.857901,-87.668745,casual,1325.0,22.08333333333333,2023-01-01,2,Sunday,January,True,False,False,3.8317788538902815,False
D2858CDE111777D0,classic_bike,2022-06-23 19:17:53,2022-06-23 19:31:47,Green St & Randolph St*,chargingstx3,Halsted St & Clybourn Ave,331,41.883601657275165,-87.64862671494483,41.909668,-87.648128,member,834.0,13.9,2022-06-23,19,Thursday,June,False,False,False,2.898738976176827,False
F8062F49740CFE27,classic_bike,2022-09-19 15:43:35,2022-09-19 15:58:01,Sheffield Ave & Fullerton Ave,TA1306000016,Damen Ave & Wellington Ave,13268,41.9256018819,-87.6537080423,41.93588,-87.67842,member,866.0,14.433333333333334,2022-09-19,15,Monday,September,False,False,False,2.342048539313656,False
C78DDE66BB9D449D,classic_bike,2023-01-13 16:24:40,2023-01-13 16:39:03,Wolcott Ave & Polk St,TA1309000064,Clinton St & Jackson Blvd,638,41.871262,-87.673688,41.87831661183069,-87.64098107814789,member,863.0,14.383333333333333,2023-01-13,16,Friday,January,False,False,False,2.819339836428502,False
3907006F97D76734,electric_bike,2022-05-04 20:04:55,2022-05-04 20:09:26,,,Stave St & Armitage Ave,13266,41.92,-87.69,41.917741,-87.691392,casual,271.0,4.516666666666667,2022-05-04,20,Wednesday,May,False,False,False,0.276334757479892,False
E3B2AEE66C12DD9C,classic_bike,2023-04-23 10:39:48,2023-04-23 10:58:38,New St & Illinois St,TA1306000013,Buckingham Fountain,15541,41.89084704062381,-87.61861681938171,41.876423,-87.620339,casual,1130.0,18.83333333333333,2023-04-23,10,Sunday,April,True,False,False,1.6102042881344814,False
0103AB043CBB4205,electric_bike,2022-06-27 18:11:36,2022-06-27 18:30:32,Cicero Ave & Grace St,322,Milwaukee Ave & Fullerton Ave,428,41.95,-87.75,41.92,-87.7,casual,1136.0,18.933333333333334,2022-06-27,18,Monday,June,False,False,False,5.313536238975396,False
22B69B844E8A7737,electric_bike,2022-06-22 19:39:14,2022-06-22 19:46:10,Clark St & Newport St,632,Broadway & Barry Ave,13137,41.944468,-87.65471716666667,41.93758231600629,-87.6440978050232,member,416.0,6.933333333333334,2022-06-22,19,Wednesday,June,False,False,False,1.1652006650048146,False
408BD91FD3F823DC,classic_bike,2022-06-14 06:54:31,2022-06-14 07:05:03,Wells St & Polk St,SL-011,Clark St & Lake St,KA1503000012,41.87273154226308,-87.63351649045944,41.88602082773,-87.6308760584,member,632.0,10.533333333333331,2022-06-14,6,Tuesday,June,False,False,False,1.493782989332482,False
C6E58116FD428D24,electric_bike,2023-03-29 10:44:03,2023-03-29 10:45:18,Dearborn St & Monroe St,TA1305000006,Dearborn St & Adams St,TA1305000005,41.88095057,-87.629651427,41.8793563587,-87.6297910363,member,75.0,1.25,2023-03-29,10,Wednesday,March,False,False,False,0.1776446143760154,False
032BA9058F2CF05A,classic_bike,2022-05-10 10:52:12,2022-05-10 10:59:25,Michigan Ave & 8th St,623,Delano Ct & Roosevelt Rd,KA1706005007,41.872773,-87.623981,41.867491,-87.63219,member,433.0,7.216666666666667,2022-05-10,10,Tuesday,May,False,False,False,0.8983228768726691,False
B7D0EAF37017FFF3,electric_bike,2022-07-07 12:50:33,2022-07-07 12:57:48,,,California Ave & Cortez St,17660,41.92,-87.7,41.900363,-87.696704,member,435.0,7.25,2022-07-07,12,Thursday,July,False,False,False,2.200503179841925,False
6E6F70AFD93C500D,electric_bike,2022-06-30 19:21:17,2022-06-30 19:33:51,,,Peoria St & Jackson Blvd,13158,41.87,-87.69,41.8776415962753,-87.64961779117584,member,754.0,12.566666666666666,2022-06-30,19,Thursday,June,False,False,False,3.449829680036505,False
AEB322E6CCFDA7F9,electric_bike,2022-09-25 20:06:57,2022-09-25 20:17:42,California Ave & Marquette Rd,390,,,41.77,-87.69,41.79,-87.7,casual,645.0,10.75,2022-09-25,20,Sunday,September,True,False,False,2.3734533840419405,False
F4547E932CF8B711,electric_bike,2022-05-01 21:19:38,2022-05-01 21:41:08,Harlem & Irving Park,326,,,41.95,-87.81,41.95,-87.74,casual,1290.0,21.5,2022-05-01,21,Sunday,May,True,False,False,5.788918118240955,False
BF209C2E989C781B,electric_bike,2022-08-13 00:52:02,2022-08-13 00:56:15,,,Carpenter St & Huron St,13196,41.89,-87.65,41.894556,-87.653449,casual,253.0,4.216666666666667,2022-08-13,0,Saturday,August,True,False,False,0.581506825147811,False
B6DCAD0076499368,electric_bike,2022-09-10 09:27:08,2022-09-10 09:27:10,Rush St & Cedar St,KA1504000133,Rush St & Cedar St,KA1504000133,41.902308,-87.62781683333333,41.90230870122,-87.627690528,member,2.0,0.0333333333333333,2022-09-10,9,Saturday,September,True,False,False,0.0104534055604307,False
DC44498CFC434F40,electric_bike,2023-02-23 13:00:33,2023-02-23 13:16:52,Damen Ave & Cortland St,13133,,,41.91600966666667,-87.67738833333334,41.9,-87.63,member,979.0,16.316666666666666,2023-02-23,13,Thursday,February,False,False,False,4.306688928076759,False
BD3962BEA7FD98A6,classic_bike,2022-11-10 12:59:02,2022-11-10 13:02:10,Dearborn St & Adams St,TA1305000005,Daley Center Plaza,TA1306000010,41.8793563587,-87.6297910363,41.884241,-87.629634,member,188.0,3.1333333333333333,2022-11-10,12,Thursday,November,False,False,False,0.5433028979488872,False
397B79BBA7710FB7,classic_bike,2022-07-27 18:11:34,2022-07-27 20:01:59,New St & Illinois St,TA1306000013,New St & Illinois St,TA1306000013,41.89084704062381,-87.61861681938171,41.89084704062381,-87.61861681938171,casual,6625.0,110.41666666666669,2022-07-27,18,Wednesday,July,False,False,False,0.0,False
E02D731BCE1713F8,electric_bike,2022-08-12 00:22:08,2022-08-12 00:30:04,Halsted St & Dickens Ave,13192,Hampden Ct & Diversey Ave,202480.0,41.91997516666667,-87.6489625,41.93,-87.64,casual,476.0,7.933333333333334,2022-08-12,0,Friday,August,False,False,False,1.3387945719342995,False
975EAC629219C25B,electric_bike,2022-09-28 14:52:30,2022-09-28 14:56:19,,,,,41.79,-87.6,41.79,-87.6,casual,229.0,3.816666666666667,2022-09-28,14,Wednesday,September,False,False,False,0.0,False
AFCF9452DC98DAAE,electric_bike,2023-04-11 09:04:11,2023-04-11 09:20:20,,,,,41.94,-87.65,41.9,-87.65,member,969.0,16.15,2023-04-11,9,Tuesday,April,False,False,False,4.447797065782073,False
BD26ADF72B85031E,classic_bike,2022-06-03 15:11:09,2022-06-03 15:27:11,Broadway & Granville Ave,15571,Lakefront Trail & Wilson Ave,639,41.9947796884,-87.6602845349,41.965845,-87.645361,casual,962.0,16.033333333333335,2022-06-03,15,Friday,June,False,False,False,3.4457657233444525,False
E8DF7E4344DB0238,electric_bike,2023-03-31 12:59:04,2023-03-31 13:04:13,,,,,41.88,-87.64,41.89,-87.66,member,309.0,5.15,2023-03-31,12,Friday,March,False,False,False,1.994404220506427,False
EA58EBD344C3C146,classic_bike,2022-08-15 19:52:16,2022-08-15 19:56:43,Peoria St & Jackson Blvd,13158,Jefferson St & Monroe St,WL-011,41.8776415962753,-87.64961779117584,41.880329633634624,-87.64274597167967,member,267.0,4.45,2022-08-15,19,Monday,August,False,False,False,0.642661288070467,False
D78A005495497D0F,classic_bike,2022-07-21 21:44:07,2022-07-21 21:54:27,Wood St & Hubbard St,13432,Ashland Ave & Division St,13061,41.889899,-87.671473,41.90345,-87.667747,casual,620.0,10.333333333333334,2022-07-21,21,Thursday,July,False,False,False,1.538037764919484,False
2B965B5EE607B0BD,electric_bike,2022-11-23 16:40:03,2022-11-23 16:47:27,Green St & Madison Ave*,chargingstx07,Daley Center Plaza,TA1306000010,41.881753922,-87.64883399,41.884241,-87.629634,member,444.0,7.4,2022-11-23,16,Wednesday,November,False,False,False,1.6133634176267695,False
FFFB783F8DF88B13,classic_bike,2022-06-22 21:28:07,2022-06-22 21:38:59,Fairbanks St & Superior St,18003,Sedgwick St & Huron St,TA1307000062,41.895748,-87.620104,41.894666,-87.638437,member,652.0,10.866666666666667,2022-06-22,21,Wednesday,June,False,False,False,1.5221823996723236,False
3E567984764FB650,classic_bike,2022-09-27 10:31:02,2022-09-27 10:48:21,Lincoln Ave & Fullerton Ave,TA1309000058,Michigan Ave & Pearson St,13034,41.924161029067626,-87.64638036489487,41.89766,-87.62351,casual,1039.0,17.316666666666666,2022-09-27,10,Tuesday,September,False,False,False,3.502158348966633,False
F07208801B9E3042,classic_bike,2023-04-11 08:05:43,2023-04-11 08:22:36,DuSable Lake Shore Dr & Monroe St,13300,Fairbanks St & Superior St,18003,41.880958,-87.616743,41.895748,-87.620104,member,1013.0,16.883333333333333,2023-04-11,8,Tuesday,April,False,False,False,1.6679407303918092,False
75D4D219EA2C5F29,classic_bike,2022-08-29 11:02:25,2022-08-29 11:07:03,Clark St & Wellington Ave,TA1307000136,Stockton Dr & Wrightwood Ave,13276,41.9364968219,-87.6475386582,41.93132,-87.638742,member,278.0,4.633333333333334,2022-08-29,11,Monday,August,False,False,False,0.9278156380668876,False
9F32CBDFC9ADD002,classic_bike,2022-09-10 17:58:31,2022-09-10 18:09:57,LaSalle St & Illinois St,13430,Wells St & Evergreen Ave,TA1308000049,41.890762,-87.631697,41.906724,-87.63483,member,686.0,11.433333333333334,2022-09-10,17,Saturday,September,True,False,False,1.793734942427845,False
ABAF56447A9A10F2,electric_bike,2022-10-15 18:30:27,2022-10-15 18:41:54,,,Broadway & Cornelia Ave,13278,41.93,-87.65,41.945529,-87.646439,member,687.0,11.45,2022-10-15,18,Saturday,October,True,False,False,1.7516876927755156,False
F8F7657483A2C7FC,classic_bike,2022-07-24 12:17:18,2022-07-24 13:32:42,Lake Park Ave & 47th St,TA1308000035,Lake Park Ave & 47th St,TA1308000035,41.809443,-87.591875,41.809443,-87.591875,casual,4524.0,75.4,2022-07-24,12,Sunday,July,True,False,False,0.0,False
2C019AF0D495B1F4,classic_bike,2022-07-01 20:01:24,2022-07-01 20:12:37,Michigan Ave & 8th St,623,Calumet Ave & 18th St,13102,41.872773,-87.623981,41.857611,-87.619407,member,673.0,11.216666666666669,2022-07-01,20,Friday,July,False,False,False,1.727961180499082,False
F26E60E0E4AEBD81,classic_bike,2022-11-06 19:19:19,2022-11-06 19:53:01,Ashland Ave & Division St,13061,Ashland Ave & Division St,13061,41.90345,-87.667747,41.90345,-87.667747,member,2022.0,33.7,2022-11-06,19,Sunday,November,True,False,False,0.0,False
546CA9A5D4CDAC42,classic_bike,2022-06-14 21:17:16,2022-06-14 21:27:08,Wells St & Huron St,TA1306000012,Ritchie Ct & Banks St,KA1504000134,41.894722,-87.634362,41.906866,-87.626217,member,592.0,9.866666666666667,2022-06-14,21,Tuesday,June,False,False,False,1.509258566087833,False
