ride_length_min,hour_of_day,distance_km,cluster
4.466666666666667,10,0.8269883251192032,0
2.8,15,1.1119492664455182,1
9.233333333333333,15,2.9357517972885128,1
4.133333333333334,14,0.4300962144705905,1
22.066666666666666,15,6.966962084918642,2
14.416666666666666,1,2.4360797297386605,0
34.666666666666664,21,4.833374421606887,2
4.233333333333333,20,1.0749414393354786,1
29.9,20,6.08718694923625,2
2.45,7,0.6183131473905311,0
21.6,10,3.763866372476157,0
5.233333333333333,19,0.8641118107872361,1
10.266666666666667,0,2.27719654303635,0
7.4,17,1.0104828379334194,1
6.2,8,1.0850427228090576,0
7.55,14,0.6983419319789242,1
6.566666666666666,8,0.997635935897769,0
3.433333333333333,14,0.27901805313964495,1
8.85,16,2.5467630194846844,1
3.716666666666667,17,0.8189864047809069,1
20.566666666666666,16,3.3623884534482844,1
10.5,9,1.3863440946598358,0
5.183333333333334,7,1.1954573560149597,0
8.65,13,2.0187903887877976,0
44.06666666666667,19,0.6136218857008625,2
62.3,2,0.0,2
46.78333333333333,22,7.479971968214711,2
4.433333333333334,8,1.0326296265723898,0
26.483333333333334,21,3.037003453829706,1
12.383333333333333,12,2.100516809360296,0
9.533333333333333,21,2.0485510103129494,1
15.15,13,1.9073027925667327,0
10.433333333333334,17,2.0133908832925735,1
8.733333333333333,7,2.000260494890828,0
6.283333333333333,12,0.7959689690492453,0
3.533333333333333,16,0.860443792806873,1
5.8,16,1.3858797603708464,1
6.65,7,1.6287269923435779,0
49.5,23,6.164064535020593,2
6.183333333333334,16,0.870857995096574,1
7.216666666666667,13,1.0969474587560675,0
30.716666666666665,11,8.059780028437382,2
22.733333333333334,17,3.7236628119714483,2
6.216666666666667,13,0.9100383312627017,0
4.883333333333334,1,2.018583229070343,0
20.25,9,3.328162972374841,0
18.933333333333334,9,4.038530596730259,0
45.233333333333334,12,0.47105120745821716,2
17.733333333333334,15,4.161745011432205,2
20.333333333333332,15,4.087821563290486,2
3.6333333333333333,12,0.782355937247406,0
6.783333333333333,8,1.0546360452274712,0
2.95,1,0.8272477416213321,0
17.033333333333335,1,5.737567824965282,0
7.033333333333333,14,1.222581001295641,1
7.683333333333334,8,1.4935037077936164,0
3.716666666666667,2,1.1590192886071233,0
55.666666666666664,16,8.61680385423331,2
19.416666666666668,19,5.072867485248864,2
6.116666666666666,8,0.887572792404079,0
7.683333333333334,13,1.6812698356041649,0
4.616666666666666,22,0.9912388170882712,1
4.35,6,1.0168454735913677,0
11.516666666666667,21,1.6923881648513068,1
6.666666666666667,13,1.36458722782755,0
20.283333333333335,22,0.0,1
4.65,13,0.6222715324704419,0
5.516666666666667,7,1.4836365616341025,0
15.566666666666666,11,2.7581170990576016,0
6.966666666666667,15,1.0381053022264999,1
9.516666666666667,16,1.9620948286655315,1
20.566666666666666,7,3.7552925171680496,0
8.866666666666667,21,0.827247741623437,1
9.833333333333334,16,1.9608617220261528,1
14.3,15,3.0889380695621225,1
97.03333333333333,17,1.2216323979924357,2
9.283333333333333,10,1.2048754430695734,0
9.116666666666667,16,1.6170122673567502,1
14.3,21,2.103321329543071,1
10.5,12,1.2044482167001205,0
3.5,14,4.149870542342331,1
19.633333333333333,17,0.35378907888568256,1
41.46666666666667,10,6.8345114276202805,2
5.933333333333334,19,0.4617378616647452,1
9.133333333333333,16,1.9825477815612824,1
3.1333333333333333,15,0.09717667294730807,1
10.35,16,2.102706936797665,1
12.0,17,1.4215540043531036,1
7.966666666666667,17,1.1147388441152073,1
12.35,15,2.0042529046275273,1
8.5,7,1.3017141693836327,0
5.016666666666667,19,0.8727051999635549,1
6.35,14,1.752220509578542,1
21.5,14,6.384325721767007,2
5.5,13,0.8808827228647237,0
98.71666666666667,13,0.18447843067950961,2
8.1,12,2.05720018376021,0
4.6,6,1.1880977685159553,0
53.9,12,7.439529707856899,2
55.81666666666667,13,9.932197855323425,2
3.5833333333333335,16,0.5584980713387934,1
3.8333333333333335,13,0.8071897135609623,0
6.383333333333334,13,1.0981631720153155,0
5.883333333333334,8,1.0859011034205543,0
5.75,0,1.3289633482689807,0
15.6,9,3.0443642797362167,0
3.1166666666666667,0,0.8034130515598608,0
2.6166666666666667,8,0.4746807593255616,0
15.383333333333333,16,3.133032596548312,1
3.2,19,0.7100960324465443,1
9.966666666666667,10,2.2238985328917438,0
5.15,20,0.8565462752331259,1
12.1,19,2.2238985328910363,1
1.5166666666666666,12,0.3343196551276247,0
33.56666666666667,13,0.0,0
18.766666666666666,17,2.799125873880681,1
5.033333333333333,6,0.9956572729661217,0
3.533333333333333,8,0.8389418266281842,0
5.55,21,1.471225682932477,1
16.65,18,3.36490087470102,1
34.18333333333333,12,12.570098663910386,2
2.15,7,0.44416868386513175,0
8.95,6,1.590877466157248,0
5.133333333333334,17,0.20861270384275582,1
11.283333333333333,16,2.3184469836682395,1
7.85,11,1.3911919738548848,0
8.516666666666667,12,1.2448518581662726,0
13.55,10,0.0,0
76.2,12,2.92879907010765,2
10.316666666666666,23,2.3508002255276015,1
22.05,15,5.456119160013135,2
38.483333333333334,14,1.1896085228209508,2
12.233333333333333,16,2.7621207239385486,1
15.283333333333333,13,0.9384865973053129,0
3.0166666666666666,20,0.3636733635703958,1
8.233333333333333,23,2.1127230220306377,1
7.133333333333334,14,0.9892733388014162,1
12.366666666666667,8,1.7183613664862696,0
3.85,21,0.239155315611729,1
10.266666666666667,18,1.0248208117014572,1
15.066666666666666,16,6.234435856418205,2
17.266666666666666,15,3.6927679125447157,1
38.03333333333333,16,1.4578194156197566,2
5.483333333333333,19,1.4298226488391972,1
9.0,17,1.8119636983879326,1
5.4,10,1.3318026596883146,0
6.733333333333333,8,1.1866045898840343,0
14.316666666666666,19,3.4575240036092425,1
3.7666666666666666,14,1.0613873471595576,1
19.183333333333334,8,6.0929857188274825,2
6.4,15,1.0396890035636264,1
4.383333333333334,17,0.8962551724837547,1
2.033333333333333,11,0.6177201952010828,0
16.633333333333333,16,3.20200739187206,1
9.166666666666666,8,1.7192698420032038,0
13.816666666666666,11,3.985480312825907,0
7.433333333333334,19,1.3907879064889672,1
8.466666666666667,18,1.5091351336904528,1
11.7,20,3.4632401057458964,1
40.6,8,1.1647225807352815,0
18.716666666666665,16,2.8942481109443903,1
8.316666666666666,12,1.6534968113582031,0
27.666666666666668,20,0.2785959918740492,1
19.45,16,3.083443007406814,1
37.78333333333333,19,0.6632191379916725,1
3.95,14,1.0502722309820396,1
16.833333333333332,9,3.117266769659806,0
3.7,14,0.827247741623437,1
16.916666666666668,15,3.7095472549145634,1
6.416666666666667,13,1.4175590921112462,0
10.1,15,1.3170685730866147,1
5.566666666666666,12,1.5157572690786447,0
29.883333333333333,16,1.483089129280045,1
14.666666666666666,19,2.397907208365662,1
15.6,16,1.400399053902655,1
9.65,6,2.875010707317105,0
13.033333333333333,10,2.332842240745693,0
8.566666666666666,22,1.0978505095782345,1
5.566666666666666,16,0.8749218025208115,1
4.883333333333334,8,1.4772540250626316,0
7.016666666666667,18,1.395105686393934,1
55.93333333333333,11,1.7035562176547827,2
1.8833333333333333,11,0.024099020825768057,0
15.3,14,3.3464128065087397,1
2.3666666666666667,1,0.43637902508860926,0
13.1,8,2.741947922517311,0
27.3,19,3.1254785260619706,2
1.5666666666666667,15,0.0,1
22.15,16,1.0791121451627215,1
10.583333333333334,16,2.5474250875217868,1
9.616666666666667,13,3.6686395381917336,0
52.516666666666666,19,3.3925702212004616,2
2.3,15,0.8817731010783425,1
3.7333333333333334,9,1.023856858971501,0
15.816666666666666,17,2.8174176560594604,1
7.633333333333334,14,1.6678437294936392,1
20.566666666666666,20,0.7275371025447552,1
38.166666666666664,11,6.002228715705338,2
2.15,21,0.4641942860323052,1
5.783333333333333,18,1.5569609604834127,1
3.066666666666667,0,0.6084099963991005,0
14.866666666666667,8,2.2656985249724753,0
1.1833333333333333,15,0.0,1
12.8,19,3.0890997995497,1
8.2,18,2.225186446594172,1
2.9166666666666665,15,0.5389466091834375,1
10.166666666666666,16,1.5241285541997354,1
10.933333333333334,11,3.1773177171791738,0
14.6,9,5.43776196522531,2
4.133333333333334,12,0.6158108089645674,0
30.9,19,3.436781678196599,2
30.75,21,0.5674744918212766,1
5.383333333333334,18,0.7412257900501287,1
4.5,15,0.7044217315291342,1
11.05,0,1.2243567805360354,0
10.933333333333334,17,3.0001398565152413,1
3.5166666666666666,13,0.5631581485093062,0
8.883333333333333,17,2.2541011006876146,1
16.116666666666667,6,2.4387330239304066,0
15.033333333333333,14,2.2991037123838276,1
11.066666666666666,17,2.3730467127886414,1
3.283333333333333,10,0.33313594766733057,0
4.166666666666667,14,0.7943237938060452,1
4.816666666666666,15,0.9912388170882712,1
20.65,19,3.6859002040170536,1
9.533333333333333,13,3.3149922245851955,0
28.116666666666667,9,5.714837851486399,2
95.7,14,0.24500079863531793,2
2.8,16,0.7094870656245473,1
11.716666666666667,22,2.782148703956747,1
7.833333333333333,21,0.7014163164731537,1
25.983333333333334,18,0.014267299768048136,1
4.783333333333333,23,1.7304335624720264,1
11.083333333333334,7,1.3119845720056593,0
25.933333333333334,15,4.126228977230014,2
7.016666666666667,20,2.3030657672801285,1
65.03333333333333,15,1.0827532713476442,2
77.3,12,3.879941800639177,2
0.5,17,0.0,1
8.783333333333333,18,2.339688967900105,1
1.0333333333333334,22,0.16541592564874422,1
5.283333333333333,14,1.334686216950255,1
26.35,23,2.9254265963255595,1
14.116666666666667,19,1.7389128824690097,1
5.866666666666666,22,1.9608627172540802,1
3.3,6,0.5042467915189365,0
13.55,17,3.7190452948491277,1
6.933333333333334,11,1.1761468860549789,0
2.95,20,0.5528462353318926,1
14.25,11,3.2916774246745337,0
17.733333333333334,6,1.5842397622581765,0
10.633333333333333,19,3.0331000389287133,1
26.383333333333333,17,2.059137668175411,1
3.4833333333333334,16,0.5515598662154356,1
18.55,5,1.6002485660023704,0
10.85,7,2.777213458527703,0
20.516666666666666,13,1.3854151659458283,0
32.85,17,1.1253768119782535,1
4.05,9,0.8639230283487257,0
19.15,23,3.668316592011801,1
7.816666666666666,8,1.3121065980335178,0
7.483333333333333,23,1.4566426314542222,1
29.166666666666668,14,8.12861677406686,2
2.2,21,0.5166130187606791,1
10.516666666666667,16,2.8204922383346034,1
16.066666666666666,20,2.68971071125923,1
7.683333333333334,13,1.8152663725120348,0
14.733333333333333,10,3.4450767453744926,0
16.333333333333332,0,2.2211409782386102,0
16.45,18,4.661844974585211,2
13.533333333333333,13,2.252367245531512,0
27.066666666666666,18,1.1074484045354474,1
19.016666666666666,16,4.214039393737249,2
11.0,17,1.3598019269569581,1
12.95,8,1.5688818418124881,0
4.5,18,0.9459497704919645,1
8.416666666666666,7,1.4953858368721182,0
5.15,7,0.8542777701353885,0
12.566666666666666,12,1.5312497473884208,0
7.216666666666667,23,2.4527206678511235,1
20.233333333333334,22,3.451657160830756,1
6.016666666666667,14,0.6244532546999875,1
2.7,15,0.8704307064687058,1
14.616666666666667,20,2.643966591803548,1
3.65,12,0.6817852974503831,0
10.483333333333333,19,1.8984917376630923,1
38.36666666666667,12,1.9415309665290947,2
8.916666666666666,14,1.6040179740625773,1
59.4,13,7.723179283102688,2
9.666666666666666,16,3.531667107395204,1
2.9833333333333334,18,0.4031100756742895,1
21.916666666666668,6,3.9858548844424044,0
5.1,12,0.0,0
8.366666666666667,0,1.4039914225873664,0
3.9,19,0.8209021796181322,1
2.9833333333333334,16,0.45544799375352685,1
11.316666666666666,10,2.632680122162446,0
7.966666666666667,19,1.8165268677920972,1
8.066666666666666,18,1.5939059896003986,1
22.466666666666665,21,0.02284014994125094,1
3.6666666666666665,17,1.1119492664462256,1
5.466666666666667,23,1.147310372018376,1
2.716666666666667,20,1.1119492664455182,1
8.033333333333333,14,2.5166143420349205,1
69.35,11,6.479268725198545,2
9.55,18,0.9944268175439436,1
11.583333333333334,15,1.5758808770436064,1
4.066666666666666,15,0.9413486611184592,1
52.53333333333333,11,0.0,2
6.85,8,1.4806794252171092,0
9.85,20,1.5440359125547751,1
12.083333333333334,12,1.7408965920094481,0
16.083333333333332,14,4.452232220540427,2
4.766666666666667,22,1.1816004838832947,1
0.3333333333333333,15,0.0,1
24.616666666666667,20,6.93832260914926,2
29.683333333333334,9,7.218387234148998,2
7.716666666666667,20,1.3861119601426901,1
7.116666666666666,18,1.2731095372955274,1
5.566666666666666,7,0.8731718339044078,0
6.033333333333333,17,1.5569609604834127,1
2.3666666666666667,9,0.5657989773898108,0
6.516666666666667,16,1.3674485204502291,1
15.35,15,3.074929880105886,1
2.183333333333333,15,0.0,1
65.78333333333333,15,0.0,2
8.4,18,1.0096383983856907,1
7.333333333333333,17,1.4022585803288137,1
5.116666666666666,8,0.8786662333863133,0
42.06666666666667,12,7.818166432193976,2
16.383333333333333,21,1.9776079664485473,1
28.033333333333335,11,3.4147634731940384,2
2.05,14,0.0,1
16.183333333333334,19,2.499773706207863,1
4.716666666666667,18,1.491450010072843,1
35.916666666666664,19,4.113200802211298,2
15.916666666666666,12,3.0335746070559315,0
3.2333333333333334,11,0.6068248477910292,0
25.416666666666668,21,5.06398172902866,2
17.283333333333335,9,4.789046133646783,2
6.866666666666666,17,1.0251491253340217,1
5.7,19,2.088710610038678,1
4.133333333333334,13,0.9572266725421728,0
78.15,16,8.921957453856942,2
10.733333333333333,15,2.7273636999364266,1
10.283333333333333,17,1.77767912858567,1
16.9,21,2.6419186836474613,1
13.85,22,2.726263284904081,1
12.866666666666667,16,1.7399410375688438,1
7.616666666666666,15,1.686999975739947,1
17.316666666666666,7,3.142490150676012,0
7.083333333333333,12,0.430707719808265,0
16.85,5,6.671695598673816,2
3.816666666666667,22,0.7940800367730193,1
18.0,7,5.958593771098589,2
13.366666666666667,10,1.5898076118122353,0
7.966666666666667,21,1.0248208117014572,1
2.216666666666667,21,0.4188729669296096,1
7.416666666666667,9,1.495301186960522,0
40.266666666666666,16,9.336244782912937,2
15.9,16,2.6296163235354997,1
9.266666666666667,15,1.5317706914951468,1
21.383333333333333,13,1.386808167039131,0
12.45,8,3.8728014744301658,0
0.16666666666666666,11,0.0,0
7.3,17,1.239201545377371,1
5.533333333333333,12,1.7858207919756444,0
35.15,11,0.4946549747315193,0
18.283333333333335,14,0.0,1
13.066666666666666,12,2.308537211521108,0
27.75,22,3.773548546335673,2
0.08333333333333333,16,0.0351490580207012,1
10.083333333333334,0,1.1428691288476114,0
28.466666666666665,10,3.568120285862688,2
25.483333333333334,14,2.285178053570844,1
17.383333333333333,14,4.24559707955762,2
16.416666666666668,16,3.7938443976467786,1
28.55,23,1.8134834147092018,1
17.6,21,2.800465677259524,1
9.083333333333334,20,1.6524943237558094,1
15.05,19,1.3709855822262893,1
6.166666666666667,19,1.2526649047868694,1
4.816666666666666,20,1.3574925121934576,1
11.833333333333334,18,2.7507510271047537,1
16.95,18,2.481354126653527,1
6.6,18,0.7286170755960379,1
6.683333333333334,18,0.3275296854176742,1
2.2333333333333334,11,0.349850802818685,0
7.666666666666667,23,2.371711745653878,1
9.75,6,2.8045017867800595,0
17.133333333333333,16,1.5616996929810425,1
6.65,0,1.073802926722913,0
2.95,14,0.6695100991475582,1
0.2833333333333333,19,0.0,1
2.1666666666666665,21,0.0,1
8.433333333333334,19,1.9183270170546118,1
0.7666666666666667,0,0.006232878459125175,0
11.866666666666667,14,1.6595641302191677,1
25.983333333333334,14,7.6811544633088396,2
13.1,13,3.2957232017448734,0
9.016666666666667,6,1.6813627503921809,0
7.75,7,2.3722780782693498,0
17.133333333333333,16,3.1091149583885636,1
12.883333333333333,16,4.292320313692397,1
31.4,14,1.369394798051009,1
19.266666666666666,15,2.6363157994145174,1
14.766666666666667,14,1.6990390656745247,1
3.9,6,0.9195038585390882,0
5.05,10,0.8453908423611673,0
9.816666666666666,21,0.5709878749810792,1
6.166666666666667,12,1.8545873242421331,0
10.75,12,1.5930609896479417,0
18.516666666666666,16,2.6082938296357674,1
11.066666666666666,20,1.8946235825420834,1
7.116666666666666,11,1.6650798458095013,0
8.366666666666667,12,1.610868562519284,0
3.433333333333333,17,0.0,1
33.95,9,11.388851652545233,2
5.316666666666666,17,0.8538190508793623,1
4.966666666666667,10,0.8888317407141473,0
4.4,19,1.0204152697631537,1
19.766666666666666,16,3.441539374541031,1
26.933333333333334,11,8.239581843756014,2
21.4,12,4.017819095446425,2
14.65,11,2.924807773440478,0
82.4,8,0.23391918670488357,2
44.516666666666666,15,8.380549517836425,2
16.616666666666667,11,1.6377540391856327,0
23.35,18,4.688068684251132,2
17.25,3,3.1344209343539786,0
7.25,19,1.380252244949052,1
33.05,9,10.966079463351353,2
10.4,15,1.722779790595858,1
0.23333333333333334,19,0.0,1
33.5,15,2.510019232169763,2
24.416666666666668,18,4.810419541923226,2
4.533333333333333,8,0.9698956894044212,0
42.333333333333336,10,0.003876282966381299,0
25.916666666666668,15,6.089213107180672,2
13.766666666666667,16,0.9459339255905103,1
9.3,19,1.4380107184790092,1
5.133333333333334,20,0.8275070573268859,1
9.183333333333334,11,2.2438983819934326,0
24.383333333333333,6,8.130622644508124,2
3.7,16,0.01132867451985215,1
2.1,21,0.0,1
7.6,20,1.4139920773072365,1
3.533333333333333,0,0.68226007628795,0
8.616666666666667,13,2.744509736620219,0
7.1,16,2.15191338834829,1
8.616666666666667,18,2.0321969441321124,1
5.0,12,1.3863440946604648,0
19.783333333333335,17,6.7454067264834965,2
21.366666666666667,16,5.911729405664546,2
28.85,11,6.412164279942714,2
0.9166666666666666,14,0.5913283460255697,1
2.0833333333333335,23,0.0,1
17.15,17,3.713472583552528,1
42.25,11,8.692822623242375,2
16.9,11,4.590994733382941,2
0.05,10,0.3075222416496888,0
21.916666666666668,19,2.3729810887961302,1
9.016666666666667,11,2.1755489949082105,0
17.85,16,0.0,1
5.25,7,0.7094493536272757,0
9.233333333333333,20,0.0,1
5.583333333333333,16,0.9714734049274281,1
38.95,18,4.094859783346945,2
19.85,21,4.63121801551035,2
11.3,22,2.928515390826026,1
11.666666666666666,22,1.9360681058358438,1
5.683333333333334,23,1.0909076550918657,1
7.133333333333334,13,0.8986009712280255,0
5.4,7,1.5654507144521181,0
6.0,6,0.6893576739406696,0
0.8,16,0.0,1
18.516666666666666,22,3.279292153598855,1
9.45,14,1.3860345674593748,1
3.9166666666666665,8,1.0100041979579526,0
40.38333333333333,9,5.495217093043885,2
21.333333333333332,16,0.0,1
26.833333333333332,17,0.581828086508473,1
8.95,22,1.9417499765398172,1
8.933333333333334,11,1.4419613634710433,0
6.583333333333333,9,0.8663009382229598,0
12.8,14,2.7867599654912603,1
40.3,14,0.9586935491013893,2
19.2,1,2.730416379207689,0
11.45,22,3.281302726594399,1
10.15,14,1.862399215607347,1
27.7,17,1.6370666794942126,1
5.783333333333333,12,0.8296449231584767,0
2.8666666666666667,8,0.4573053527759403,0
12.366666666666667,16,1.7122977023847767,1
3.5833333333333335,16,0.779683543709453,1
9.383333333333333,20,3.303619441313938,1
5.55,22,0.5778333561794057,1
4.566666666666666,12,1.3173568378276026,0
14.116666666666667,12,2.0048230999435215,0
9.766666666666667,21,0.8689036169575384,1
3.8,7,0.9488583685230385,0
8.616666666666667,19,2.8684950309130754,1
5.716666666666667,19,1.3047806037217229,1
0.8666666666666667,20,0.16377174069640082,1
4.233333333333333,7,0.8960925860974838,0
1.8333333333333333,16,0.2669647121107144,1
44.833333333333336,16,0.0,2
39.083333333333336,23,5.979984386071487,2
25.35,11,6.954417589005004,2
4.483333333333333,13,0.41984271015878544,0
2.8333333333333335,19,0.827895841818971,1
24.6,11,4.449297183003751,2
24.583333333333332,20,5.844988988095861,2
4.516666666666667,11,0.9952326551154831,0
5.35,20,1.0725841839573578,1
2.3833333333333333,21,0.5787740283538996,1
9.916666666666666,17,2.147994689096955,1
6.416666666666667,21,1.707525602923816,1
42.86666666666667,16,0.4655936312570113,2
13.733333333333333,0,2.6117023512360626,0
33.333333333333336,16,3.1214245903768245,2
6.35,16,1.1082839624081169,1
25.25,12,2.9397183295468827,2
19.283333333333335,6,2.3890711345828297,0
18.266666666666666,14,0.5582522145089177,1
8.066666666666666,22,2.3726398316239785,1
70.13333333333334,20,0.0,2
7.65,19,1.278578731634378,1
8.466666666666667,4,2.6381204048431943,0
23.466666666666665,13,5.896081305448679,2
7.716666666666667,20,1.7354624228292461,1
20.2,19,7.756405716951242,2
6.15,16,1.3177280818610766,1
5.883333333333334,15,0.6878269488543355,1
8.766666666666667,14,2.2238985328910363,1
5.9,16,1.201629553437164,1
10.65,12,2.634470260900287,0
3.533333333333333,11,0.8988719307273273,0
4.1,21,0.8968500856020718,1
7.8,10,1.440398312570715,0
15.333333333333334,17,2.772301293003515,1
78.43333333333334,18,2.6718181042829796,2
15.266666666666667,1,2.7363535002421497,0
48.63333333333333,20,0.0,2
16.416666666666668,17,5.001647010244743,2
17.883333333333333,14,3.11435827089398,1
17.5,10,2.3966870650576855,0
15.366666666666667,20,2.719612565699857,1
10.083333333333334,13,2.422138662028407,0
1.3166666666666667,13,0.3225647409954933,0
1.35,7,0.49491506077548164,0
17.733333333333334,22,2.8929986210062646,1
14.45,15,4.7513628746582866,2
3.933333333333333,13,0.8291901502819227,0
9.1,8,1.4523484358494572,0
42.56666666666667,11,2.022738796329766,2
8.633333333333333,8,3.249708739505213,0
6.35,12,1.3624704403234256,0
60.233333333333334,8,6.989044364670406,2
22.116666666666667,21,2.3805897386738377,1
5.366666666666666,18,0.9214925019587094,1
11.45,13,1.9028667164366615,0
52.3,20,5.136246444126207,2
4.966666666666667,7,1.1874644169412576,0
2.566666666666667,14,0.5369671395531248,1
7.033333333333333,8,1.2349902842229723,0
54.15,19,1.1532334072285435,2
8.166666666666666,20,1.4438307332202176,1
2.033333333333333,8,0.4063117248123111,0
0.7,7,0.0,0
5.1,15,1.0561659677428201,1
0.9666666666666667,6,0.27653585380633366,0
14.416666666666666,15,2.9962060108637125,1
29.833333333333332,12,2.7622354983377044,2
15.233333333333333,22,4.191194573576789,1
6.5,8,1.2306187610031307,0
40.5,15,3.21181273941891,2
35.7,8,4.037634465045634,2
47.35,12,0.0,2
13.266666666666667,12,1.9240803490651608,0
24.966666666666665,15,3.889243357276007,2
10.483333333333333,14,1.2818078276250724,1
34.03333333333333,0,0.33468401027822536,0
13.8,14,0.0,1
9.866666666666667,19,2.726498936767471,1
8.75,5,2.2095435447198954,0
76.61666666666666,13,2.799117930844308,2
5.083333333333333,12,0.8347293864244877,0
11.166666666666666,16,1.5652986309485835,1
15.333333333333334,22,5.1215506677392195,2
4.866666666666666,8,1.0233931073420077,0
16.983333333333334,19,2.1789565433368265,1
7.983333333333333,20,0.8964566672142936,1
13.4,8,2.587126559202021,0
10.6,11,2.188091105320688,0
11.85,10,2.212441745424134,0
12.366666666666667,22,0.5315638905743321,1
4.583333333333333,19,1.000310399871345,1
7.566666666666666,8,1.4042659963177029,0
35.233333333333334,12,2.659711391147661,2
5.516666666666667,12,1.4216875776743538,0
69.68333333333334,17,9.227807478921585,2
14.4,18,3.117926256348993,1
4.416666666666667,13,1.27920919688564,0
4.866666666666666,16,0.45111613861065697,1
8.183333333333334,18,1.8550759865814848,1
14.633333333333333,18,2.0473161222366567,1
48.13333333333333,16,0.5582219879819299,2
2.183333333333333,7,0.5520525948537527,0
0.21666666666666667,13,0.012253282532745376,0
7.183333333333334,13,0.9760063023846621,0
13.166666666666666,17,2.7409896030125487,1
16.516666666666666,8,3.3024374703419186,0
9.516666666666667,16,3.010393645856778,1
4.083333333333333,7,0.7744059083584947,0
32.15,6,2.2536878684457107,0
14.2,8,2.5721566547677948,0
21.783333333333335,9,3.187962542548552,0
80.48333333333333,14,1.2351153883566603,2
11.016666666666667,12,2.3867558871502967,0
18.8,21,3.2886178687856678,1
9.3,12,2.3871470084711075,0
3.933333333333333,10,0.7379724840907994,0
11.166666666666666,15,1.638550545819011,1
3.683333333333333,6,0.6040615487164064,0
12.25,14,0.03586319689858962,1
5.116666666666666,17,1.023856858971501,1
48.11666666666667,12,5.785868853289645,2
